ementa_id,entities
2015-10-26#REQUERIMENTO#1548#APROVADO,SECRETARIA DE OBRAS###GALANTE
2015-10-28#REQUERIMENTO#1577#APROVADO,VILA CABRAL DE SANTA TEREZINHA
2015-11-12#REQUERIMENTO#1664#APROVADO,DISTRITO DOS MECÂNICOS
2015-11-18#REQUERIMENTO#1729#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2016-02-23#REQUERIMENTO#37#APROVADO,SECRETARIA DE OBRAS###GALANTE
2016-03-07#REQUERIMENTO#96#APROVADO,SESUMA###RESIDENCIAL MAJOR VENEZIANO
2016-03-14#REQUERIMENTO#125#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2016-03-17#REQUERIMENTO#166#APROVADO,PARQUE DO POVO
2016-03-31#REQUERIMENTO#200#APROVADO,GALANTE
2016-05-25#REQUERIMENTO#621#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2016-05-09#REQUERIMENTO#518#APROVADO,SESUMA###AVENIDA MARECHAL FLORIANO PEIXOTO
2014-12-18#PROJETO DE LEI ORDINÁRIA#404#APROVADO,PMCG
2013-03-05#REQUERIMENTO#47#APROVADO,BAIRRO DO CENTENÁRIO
2013-03-12#REQUERIMENTO#134#APROVADO,AVENIDA DINAMÉRICA###BAIRRO DO DINAMÉRICA
2013-03-12#REQUERIMENTO#115#APROVADO,BAIRRO DO CENTENÁRIO
2013-03-20#REQUERIMENTO#187#APROVADO,LAGOA DE DENTRO
2013-04-03#REQUERIMENTO#394#APROVADO,BAIRRO DA LIBERDADE
2013-04-03#REQUERIMENTO#380#APROVADO,GEVISA###FEIRA CENTRAL
2013-04-03#REQUERIMENTO#252#APROVADO,SECRETARIA DE OBRAS###CATOLÉ DE BOA VISTA
2013-04-03#REQUERIMENTO#251#APROVADO,SECRETARIA DE OBRAS###CATOLÉ DE BOA VISTA
2013-04-03#REQUERIMENTO#614#APROVADO,CASTELO BRANCO
2013-04-03#REQUERIMENTO#455#APROVADO,RESTAURANTE POPULAR###GALANTE
2013-04-03#REQUERIMENTO#611#APROVADO,SANTA TEREZINHA
2013-04-03#REQUERIMENTO#703#APROVADO,SANTA TEREZINHA
2013-04-03#REQUERIMENTO#610#APROVADO,SANTA TEREZINHA
2013-04-09#REQUERIMENTO#748#APROVADO,DISTRITO DOS MECÂNICOS
2013-04-09#REQUERIMENTO#283#APROVADO,CENTRO DA CIDADE
2013-04-16#REQUERIMENTO#899#APROVADO,BAIRRO DAS MALVINAS
2013-04-24#REQUERIMENTO#751#APROVADO,BAIRRO DE SANTA ROSA
2013-05-15#REQUERIMENTO#906#APROVADO,GALANTE
2013-05-15#REQUERIMENTO#905#APROVADO,SÃO JOSÉ DA MATA
2013-05-16#REQUERIMENTO#953#APROVADO,CASTELO BRANCO
2013-05-28#REQUERIMENTO#976#APROVADO,SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE
2013-05-28#REQUERIMENTO#1430#APROVADO,PROCON###BAIRRO DE BODOCONGÓ
2013-06-05#REQUERIMENTO#1073#APROVADO,CATOLÉ
2013-07-30#REQUERIMENTO#1207#APROVADO,COMUNIDADE DA CARIDADE
2013-07-30#REQUERIMENTO#1194#APROVADO,BAIRRO DO JOSÉ PINHEIRO
2013-07-30#REQUERIMENTO#1469#APROVADO,PMCG
2013-08-08#REQUERIMENTO#1412#APROVADO,BODOCONGÓ
2013-08-21#REQUERIMENTO#1456#APROVADO,BAIRRO DO MONTE SANTO
2013-08-21#REQUERIMENTO#1852#APROVADO,GALANTE
2013-08-21#REQUERIMENTO#1574#APROVADO,SANTA TEREZINHA
2013-08-21#REQUERIMENTO#1449#APROVADO,BAIRRO DO MONTE SANTO
2013-08-21#REQUERIMENTO#1810#APROVADO,BAIRRO DO MONTE SANTO
2013-08-21#REQUERIMENTO#1572#APROVADO,BAIRRO DO MONTE SANTO
2013-08-28#REQUERIMENTO#2016#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2013-09-25#REQUERIMENTO#2352#APROVADO,CORPO DE BOMBEIROS
2013-10-08#REQUERIMENTO#2475#APROVADO,GALANTE
2013-10-08#REQUERIMENTO#2472#APROVADO,GALANTE
2013-10-08#REQUERIMENTO#2474#APROVADO,GALANTE
2013-10-08#REQUERIMENTO#2430#APROVADO,PMCG
2013-10-22#REQUERIMENTO#2614#APROVADO,GALANTE
2013-10-22#REQUERIMENTO#2574#APROVADO,GALANTE
2013-10-22#REQUERIMENTO#2575#APROVADO,SÃO JOSÉ DA MATA
2013-10-22#REQUERIMENTO#2601#APROVADO,BAIRRO DO PEDREGAL
2013-11-05#REQUERIMENTO#2662#APROVADO,BAIRRO DA LIBERDADE
2013-11-26#REQUERIMENTO#2874#APROVADO,GALANTE
2013-11-28#REQUERIMENTO#3009#APROVADO,BAIRRO PALMEIRA
2013-11-28#REQUERIMENTO#2977#APROVADO,BAIRRO DA CATINGUEIRA
2013-11-28#REQUERIMENTO#2979#APROVADO,BAIRRO DA CATINGUEIRA
2013-12-10#REQUERIMENTO#2956#APROVADO,BAIRRO DA BELA VISTA
2014-03-11#REQUERIMENTO#94#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO
2014-03-20#REQUERIMENTO#3192#APROVADO,BAIRRO DO NOVO CRUZEIRO
2014-03-20#REQUERIMENTO#2931#APROVADO,CONJUNTO DOS PROFESSORES
2014-04-01#REQUERIMENTO#3237#APROVADO,CATOLÉ
2014-04-01#REQUERIMENTO#3181#APROVADO,BAIRRO DAS MALVINAS
2014-04-01#REQUERIMENTO#3221#APROVADO,CAGEPA###BAIRRO DE SANTA ROSA
2014-04-01#REQUERIMENTO#351#APROVADO,GALANTE
2014-04-23#REQUERIMENTO#335#APROVADO,GALANTE
2014-04-23#REQUERIMENTO#345#APROVADO,SESUMA###SEPLAN
2014-04-23#REQUERIMENTO#474#APROVADO,STTP
2014-04-23#REQUERIMENTO#433#APROVADO,BAIRRO DAS CIDADES
2014-04-23#REQUERIMENTO#355#APROVADO,FEIRA CENTRAL
2014-04-23#REQUERIMENTO#330#APROVADO,BAIRRO DE SANTA CRUZ
2014-04-23#REQUERIMENTO#259#APROVADO,BAIRRO DE SANTA CRUZ
2014-05-06#REQUERIMENTO#551#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-05-13#REQUERIMENTO#310#APROVADO,BAIRRO DAS MALVINAS
2014-05-13#REQUERIMENTO#369#APROVADO,RESIDENCIAL MAJOR VENEZIANO
2014-05-28#REQUERIMENTO#759#APROVADO,PARQUE DO POVO
2014-05-28#REQUERIMENTO#748#APROVADO,BAIRRO DA PALMEIRA
2014-05-28#REQUERIMENTO#833#APROVADO,BAIRRO DO BODOCONGÓ
2014-05-28#REQUERIMENTO#767#APROVADO,BAIRRO DO VELAME
2014-05-28#REQUERIMENTO#786#APROVADO,GEVISA###BODOCONGÓ
2014-06-04#REQUERIMENTO#774#APROVADO,BAIRRO DE BELA VISTA
2014-06-04#REQUERIMENTO#838#APROVADO,BODOCONGÓ
2014-06-06#REQUERIMENTO#851#APROVADO,SÃO JOSÉ DA MATA
2014-06-10#REQUERIMENTO#869#APROVADO,PREFEITURA DE CAMPINA GRANDE
2014-06-17#REQUERIMENTO#946#APROVADO,BAIRRO DO ITARARÉ
2014-06-17#REQUERIMENTO#949#APROVADO,SÃO JOSÉ DA MATA
2014-07-22#REQUERIMENTO#1196#APROVADO,BAIRRO DO MONTE SANTO
2014-09-02#REQUERIMENTO#1281#APROVADO,GALANTE
2014-09-02#REQUERIMENTO#1282#APROVADO,BAIRRO TRÊS IRMÃS
2014-09-02#REQUERIMENTO#1283#APROVADO,BAIRRO DO PEDREGAL
2014-09-02#REQUERIMENTO#1286#APROVADO,BAIRRO DO ARAXÁ
2014-09-02#REQUERIMENTO#1284#APROVADO,BAIRRO DO TAMBOR
2014-09-02#REQUERIMENTO#1287#APROVADO,JARDIM CONTINENTAL###JARDIM CONTINENTAL
2014-09-02#REQUERIMENTO#1285#APROVADO,BAIRRO DO JOSÉ PINHEIRO
2014-10-08#REQUERIMENTO#1305#APROVADO,BAIRRO DA BELA VISTA
2014-10-08#REQUERIMENTO#1292#APROVADO,SESUMA###DISTRITO DOS MECÂNICOS
2014-11-05#REQUERIMENTO#1731#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-11-05#REQUERIMENTO#1635#APROVADO,SEPLAN
2014-11-05#REQUERIMENTO#1730#APROVADO,PROCON
2014-11-06#REQUERIMENTO#1452#APROVADO,PREFEITURA DE CAMPINA GRANDE
2014-11-18#REQUERIMENTO#2012#APROVADO,DISTRITO DO MARINHO
2014-11-18#REQUERIMENTO#1951#APROVADO,PMCG
2014-11-19#REQUERIMENTO#1835#APROVADO,SÃO JOSÉ DA MATA
2014-11-19#REQUERIMENTO#1842#APROVADO,SEMAS###CRAS
2014-11-19#REQUERIMENTO#1841#APROVADO,SEMAS###CRAS
2014-12-10#REQUERIMENTO#2167#APROVADO,PMCG
2015-03-05#REQUERIMENTO#2339#APROVADO,HOSPITAL DR. EDGLEY
2015-03-05#REQUERIMENTO#2124#APROVADO,MINISTÉRIO PÚBLICO
2015-03-05#REQUERIMENTO#2252#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-03-05#REQUERIMENTO#2237#APROVADO,FEIRA CENTRAL
2015-03-05#REQUERIMENTO#2328#APROVADO,SÍTIO JORGE
2015-03-05#REQUERIMENTO#2225#APROVADO,BAIRRO DINAMÉRICA
2015-03-11#REQUERIMENTO#201#APROVADO,PMCG
2015-04-15#REQUERIMENTO#390#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2015-04-22#REQUERIMENTO#352#APROVADO,GALANTE
2015-04-22#REQUERIMENTO#446#APROVADO,PREFEITURA DE CAMPINA GRANDE###LAGOA DE DENTRO###SÃO JOSÉ DA MATA
2015-04-22#REQUERIMENTO#111#APROVADO,BAIRRO DA RAMADINHA
2015-05-26#REQUERIMENTO#205#APROVADO,CENTRO DE ZOONOSES###BAIRRO DA CATINGUEIRA
2015-07-08#REQUERIMENTO#188#APROVADO,BAIRRO DO CATOLÉ
2015-07-09#REQUERIMENTO#798#APROVADO,BAIRRO DO CENTENÁRIO
2015-07-15#REQUERIMENTO#929#APROVADO,DISTRITO DOS MECÂNICOS
2015-07-23#REQUERIMENTO#782#APROVADO,BAIRRO DAS MALVINAS
2015-07-23#REQUERIMENTO#1081#APROVADO,GALANTE
2015-07-28#REQUERIMENTO#1070#APROVADO,GALANTE
2015-07-28#REQUERIMENTO#1071#APROVADO,SÃO JOSÉ DA MATA
2015-07-28#REQUERIMENTO#1083#APROVADO,MINISTÉRIO PÚBLICO
2015-07-28#REQUERIMENTO#1082#APROVADO,LAGOA DE DENTRO###SÃO JOSÉ DA MATA
2015-08-12#REQUERIMENTO#1098#APROVADO,BAIRRO DAS MALVINAS
2015-08-18#REQUERIMENTO#1194#APROVADO,BAIRRO DA LIBERDADE
2015-08-18#REQUERIMENTO#1195#APROVADO,BAIRRO DAS MALVINAS
2015-08-18#REQUERIMENTO#1196#APROVADO,BAIRRO DE JOSÉ PINHEIRO
2015-08-18#REQUERIMENTO#1198#APROVADO,JARDIM PAULISTANO
2015-08-19#REQUERIMENTO#1234#APROVADO,BAIRRO DA RAMADINHA
2015-08-20#REQUERIMENTO#1231#APROVADO,BAIRRO DA RAMADINHA
2015-08-20#REQUERIMENTO#1233#APROVADO,BAIRRO DA RAMADINHA
2015-09-08#REQUERIMENTO#1319#APROVADO,MONTE CASTELO
2015-09-08#REQUERIMENTO#1280#APROVADO,BAIRRO DA CATINGUEIRA
2015-09-22#REQUERIMENTO#1367#APROVADO,PMCG###BAIRRO DA CATINGUEIRA
2015-10-08#REQUERIMENTO#1463#APROVADO,BAIRRO CENTENÁRIO
2015-10-08#REQUERIMENTO#1461#APROVADO,BAIRRO DE SANTA ROSA
2015-10-26#REQUERIMENTO#1549#APROVADO,CORPO DE BOMBEIROS
2015-11-05#REQUERIMENTO#1624#APROVADO,HOSPITAL DA FAP
2015-11-12#REQUERIMENTO#1670#APROVADO,BAIRRO DO ITARARÉ
2015-11-12#REQUERIMENTO#1671#APROVADO,DISTRITO DOS MECÂNICOS
2015-11-12#REQUERIMENTO#1651#APROVADO,BAIRRO DAS MALVINAS
2015-11-12#REQUERIMENTO#1653#APROVADO,BAIRRO DO CENTENÁRIO
2015-11-30#REQUERIMENTO#1786#APROVADO,BAIRRO DO JEREMIAS
2015-11-30#REQUERIMENTO#1790#APROVADO,MONTE CASTELO
2015-11-30#REQUERIMENTO#1788#APROVADO,BAIRRO DO MONTE SANTO
2015-11-30#REQUERIMENTO#1789#APROVADO,BAIRRO DO PEDREGAL
2015-12-01#REQUERIMENTO#1795#APROVADO,MINISTÉRIO PÚBLICO
2016-02-23#REQUERIMENTO#33#APROVADO,BODOCONGÓ###VILA NOVA DA RAINHA###BODOCONGÓ
2016-02-25#REQUERIMENTO#49#APROVADO,PROCON
2016-04-08#REQUERIMENTO#280#APROVADO,UFCG
2016-04-08#REQUERIMENTO#298#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2016-04-13#REQUERIMENTO#317#APROVADO,BAIRRO PORTAL SUDOESTE
2016-07-05#REQUERIMENTO#742#APROVADO,BAIRRO DE JOSÉ PINHEIRO
2016-07-20#REQUERIMENTO#926#APROVADO,PROCON
2016-07-20#REQUERIMENTO#958#APROVADO,GALANTE
2016-07-22#REQUERIMENTO#978#APROVADO,CENTRO DE ZOONOSES
2016-08-01#REQUERIMENTO#1051#APROVADO,PROCON
2016-08-01#REQUERIMENTO#959#APROVADO,SÃO JOSÉ DA MATA
2013-03-06#REQUERIMENTO#107#APROVADO,BAIRRO DA RAMADINHA
2013-03-13#REQUERIMENTO#161#APROVADO,POLÍCIA MILITAR###FEIRA CENTRAL
2013-03-13#REQUERIMENTO#160#APROVADO,POLÍCIA MILITAR
2013-03-13#REQUERIMENTO#158#APROVADO,POLÍCIA MILITAR###CATOLÉ
2013-03-20#REQUERIMENTO#2678#APROVADO,STTP
2013-04-03#REQUERIMENTO#293#APROVADO,GALANTE
2013-04-03#REQUERIMENTO#345#APROVADO,GALANTE
2013-04-03#REQUERIMENTO#228#APROVADO,POLÍCIA MILITAR
2013-04-03#REQUERIMENTO#254#APROVADO,POLÍCIA MILITAR###CENTRO DA CIDADE
2013-04-03#REQUERIMENTO#338#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR
2013-04-03#REQUERIMENTO#337#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###FEIRA CENTRAL
2013-04-03#REQUERIMENTO#296#APROVADO,II BATALHÃO DE POLÍCIA DA PARAÍBA
2013-04-03#REQUERIMENTO#268#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA
2013-04-03#REQUERIMENTO#379#APROVADO,FEIRA CENTRAL
2013-04-09#REQUERIMENTO#525#APROVADO,POLÍCIA MILITAR###CATOLÉ DE BOA VISTA
2013-04-09#REQUERIMENTO#729#APROVADO,DISTRITO DOS MECÃNICOS
2013-04-16#REQUERIMENTO#764#APROVADO,PMCG
2013-04-16#REQUERIMENTO#386#APROVADO,POLÍCIA MILITAR###PARQUE DO POVO
2013-04-16#REQUERIMENTO#763#APROVADO,POLÍCIA MILITAR
2013-04-16#REQUERIMENTO#762#APROVADO,POLÍCIA MILITAR
2013-04-16#REQUERIMENTO#889#APROVADO,POLÍCIA MILITAR###BAIRRO DAS MALVINAS
2013-04-16#REQUERIMENTO#890#APROVADO,BAIRRO DAS MALVINAS
2013-04-24#REQUERIMENTO#996#APROVADO,POLÍCIA MILITAR
2013-05-15#REQUERIMENTO#816#APROVADO,POLÍCIA MILITAR
2013-05-15#REQUERIMENTO#818#APROVADO,POLÍCIA MILITAR
2013-05-15#REQUERIMENTO#903#APROVADO,STTP
2013-05-16#REQUERIMENTO#955#APROVADO,STTP
2013-05-16#REQUERIMENTO#954#APROVADO,STTP
2013-05-28#REQUERIMENTO#1406#APROVADO,PARQUE DO POVO
2013-06-05#REQUERIMENTO#1037#APROVADO,POLÍCIA MILITAR
2013-06-24#REQUERIMENTO#1045#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###UNIVERSIDADE FEDERAL DE CAMPINA GRANDE
2013-06-24#REQUERIMENTO#1046#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR
2013-07-08#REQUERIMENTO#1268#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###POLÍCIA MILITAR###GALANTE
2013-07-24#REQUERIMENTO#1082#APROVADO,POLÍCIA MILITAR
2013-07-24#REQUERIMENTO#1084#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR
2013-07-30#REQUERIMENTO#1569#APROVADO,CÂMARA MUNICIPAL DE CAMPINA GRANDE
2013-07-30#REQUERIMENTO#1772#APROVADO,POLÍCIA MILITAR###BAIRRO DA RAMADINHA
2013-07-30#REQUERIMENTO#1187#APROVADO,POLÍCIA MILITAR###ESCOLA TÉCNICA REDENTORISTA###BAIRRO UNIVERSITÁRIO
2013-07-30#REQUERIMENTO#1258#APROVADO,POLÍCIA MILITAR
2013-07-30#REQUERIMENTO#1782#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###BODOCONGÓ
2013-07-30#REQUERIMENTO#1216#APROVADO,BAIRRO DO MONTE SANTO
2013-08-06#REQUERIMENTO#1186#APROVADO,POLÍCIA MILITAR
2013-08-08#REQUERIMENTO#1366#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###GALANTE
2013-08-08#REQUERIMENTO#1397#APROVADO,POLÍCIA MILITAR###FEIRA CENTRAL
2013-08-08#REQUERIMENTO#1400#APROVADO,PARQUE DO POVO###POLÍCIA MILITAR
2013-08-08#REQUERIMENTO#1386#APROVADO,DISTRITO DE SANTA TEREZINHA
2013-08-14#REQUERIMENTO#1897#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###FEIRA CENTRAL
2013-08-20#REQUERIMENTO#1491#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###GALANTE
2013-08-20#REQUERIMENTO#1575#APROVADO,POLÍCIA MILITAR###BAIRRO DO JARDIM PAULISTANO
2013-08-21#REQUERIMENTO#1766#APROVADO,POLÍCIA MILITAR###BAIRRO DA PALMEIRA
2013-08-21#REQUERIMENTO#1839#APROVADO,POLÍCIA MILITAR###CENTRO DA CIDADE
2013-08-21#REQUERIMENTO#1802#APROVADO,POLÍCIA MILITAR###CENTRO DA CIDADE
2013-08-21#REQUERIMENTO#1679#APROVADO,CONJUNTO POETA RONALDO CUNHA LIMA
2013-08-21#REQUERIMENTO#1671#APROVADO,BAIRRO DO CRUZEIRO
2013-08-21#REQUERIMENTO#1603#APROVADO,BAIRRO DO CRUZEIRO
2013-08-21#REQUERIMENTO#1736#APROVADO,POLÍCIA MILITAR DA PARAÍBA###BAIRRO DA LIBERDADE
2013-08-21#REQUERIMENTO#1740#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###SÃO JOSÉ DA MATA###CAMPO D'ANGOLA
2013-08-21#REQUERIMENTO#1543#APROVADO,POLÍCIA MILITAR###CENTRO DA CIDADE
2013-08-21#REQUERIMENTO#1760#APROVADO,LAGOA DE DENTRO
2013-08-21#REQUERIMENTO#1947#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA
2013-08-21#REQUERIMENTO#1651#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR
2013-08-21#REQUERIMENTO#1446#APROVADO,PARQUE DO POVO
2013-08-28#REQUERIMENTO#2078#APROVADO,CENTRO DA CIDADE
2013-08-28#REQUERIMENTO#2009#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2013-08-28#REQUERIMENTO#2090#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###JARDIM PAULISTANO
2013-08-28#REQUERIMENTO#1188#APROVADO,POLÍCIA MILITAR###BODOCONGÓ
2013-08-28#REQUERIMENTO#2111#APROVADO,BODOCONGÓ###UEPB
2013-08-28#REQUERIMENTO#2108#APROVADO,POLÍCIA MILITAR###BODOCONGÓ###UEPB
2013-08-28#REQUERIMENTO#2110#APROVADO,BODOCONGÓ###UEPB
2013-09-11#REQUERIMENTO#1990#APROVADO,POLÍCIA MILITAR
2013-09-11#REQUERIMENTO#2097#APROVADO,POLÍCIA MILITAR###BAIRRO DO CATOLÉ
2013-09-11#REQUERIMENTO#1615#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO DAS MALVINAS
2013-09-11#REQUERIMENTO#1663#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO DO JARDIM BORBOREMA
2013-09-11#REQUERIMENTO#1998#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO DE BODOCONGÓ
2013-09-24#REQUERIMENTO#2150#APROVADO,PREFEITURA DE CAMPINA GRANDE
2013-09-24#REQUERIMENTO#2139#APROVADO,DISTRITO DOS MECÃNICOS
2013-09-25#REQUERIMENTO#2251#APROVADO,POLÍCIA MILITAR
2013-09-25#REQUERIMENTO#2221#APROVADO,CODECOM
2013-09-25#REQUERIMENTO#2143#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###CATOLÉ
2013-09-25#REQUERIMENTO#2252#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO DAS MALVINAS
2013-09-25#REQUERIMENTO#2253#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO DO ALTO BRANCO
2013-10-03#REQUERIMENTO#2336#APROVADO,POLÍCIA MILITAR###BAIRRO DE BODOCONGÓ
2013-10-03#REQUERIMENTO#2374#APROVADO,POLÍCIA MILITAR
2013-10-03#REQUERIMENTO#2428#APROVADO,SESUMA
2013-10-03#REQUERIMENTO#2442#APROVADO,SESUMA
2013-10-03#REQUERIMENTO#2282#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR
2013-10-08#REQUERIMENTO#2440#APROVADO,POLÍCIA MILITAR
2013-10-08#REQUERIMENTO#2473#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###GALANTE
2013-10-16#REQUERIMENTO#2536#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO DO JARDIM BORBOREMA###CHESF
2013-10-17#REQUERIMENTO#2537#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA
2013-10-22#REQUERIMENTO#2584#APROVADO,LAGOA DE DENTRO
2013-11-26#REQUERIMENTO#2971#APROVADO,POLÍCIA MILITAR
2013-11-26#REQUERIMENTO#2972#APROVADO,POLÍCIA MILITAR###ESCOLA TÉCNICA REDENTORISTA###BAIRRO UNIVERSITÁRIO
2013-11-26#REQUERIMENTO#2713#APROVADO,PMCG
2013-11-28#REQUERIMENTO#2938#APROVADO,AVENIDA MARECHAL FLORIANO PEIXOTO
2013-11-28#REQUERIMENTO#3005#APROVADO,BAIRRO PALMEIRA
2013-12-12#REQUERIMENTO#3191#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-03-11#REQUERIMENTO#16#APROVADO,BAIRRO DE BODOCONGÓ
2014-03-11#REQUERIMENTO#2787#APROVADO,CONJUNTO DOS PROFESSORES
2014-03-11#REQUERIMENTO#2783#APROVADO,JARDIM TAVARES
2014-03-13#REQUERIMENTO#3104#APROVADO,POLICIA CIVIL
2014-03-13#REQUERIMENTO#3250#APROVADO,CPTRAN###STTP###DETRAN
2014-03-20#REQUERIMENTO#3197#APROVADO,BAIRRO DO JOSÉ PINHEIRO
2014-03-20#REQUERIMENTO#3102#APROVADO,POLÍCIA MILITAR
2014-03-20#REQUERIMENTO#2792#APROVADO,POLÍCIA MILITAR
2014-03-20#REQUERIMENTO#2791#APROVADO,POLÍCIA MILITAR
2014-03-20#REQUERIMENTO#2867#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA
2014-03-20#REQUERIMENTO#3167#APROVADO,ESCOLA TÉCNICA REDENTORISTA
2014-04-01#REQUERIMENTO#95#APROVADO,SESUMA###SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE
2014-04-01#REQUERIMENTO#10#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###CONJUNTO SEVERINO CABRAL
2014-04-15#REQUERIMENTO#311#APROVADO,STTP
2014-04-15#REQUERIMENTO#268#APROVADO,STTP###GALANTE
2014-04-15#REQUERIMENTO#240#APROVADO,POLÍCIA MILITAR DA PARAÍBA###POLÍCIA MILITAR###GALANTE
2014-04-23#REQUERIMENTO#448#APROVADO,CENTRO DA CIDADE
2014-04-23#REQUERIMENTO#348#APROVADO,SECRETARIA DE ADMINISTRAÇÃO
2014-04-23#REQUERIMENTO#224#APROVADO,POLÍCIA MILITAR###BAIRRO DE SANTA CRUZ
2014-04-23#REQUERIMENTO#373#APROVADO,POLÍCIA MILITAR###BAIRRO DO QUARENTA
2014-04-23#REQUERIMENTO#267#APROVADO,STTP###SÃO JOSÉ DA MATA
2014-04-23#REQUERIMENTO#352#APROVADO,POLÍCIA MILITAR DA PARAÍBA###POLÍCIA MILITAR###SÃO JOSÉ DA MATA
2014-04-23#REQUERIMENTO#354#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR###FEIRA CENTRAL
2014-04-24#REQUERIMENTO#513#APROVADO,POLÍCIA MILITAR
2014-04-24#REQUERIMENTO#462#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO BODOCONGÓ
2014-04-24#REQUERIMENTO#416#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA###BAIRRO MALVINAS
2014-04-24#REQUERIMENTO#417#APROVADO,II BATALHÃO DE POLÍCIA MILITAR DA PARAÍBA
2014-05-06#REQUERIMENTO#485#APROVADO,AÇUDE VELHO
2014-05-28#REQUERIMENTO#711#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE
2014-05-28#REQUERIMENTO#861#APROVADO,STTP
2014-05-28#REQUERIMENTO#787#APROVADO,STTP###CPTRAN###UFCG
2014-05-28#REQUERIMENTO#828#APROVADO,BAIRRO DO MUTIRÃO
2014-05-28#REQUERIMENTO#643#APROVADO,BAIRRO DA LIBERDADE
2014-05-28#REQUERIMENTO#752#APROVADO,BAIRRO DINAMÉRICA
2014-05-28#REQUERIMENTO#793#APROVADO,BAIRRO DO JEREMIAS
2014-05-29#REQUERIMENTO#698#APROVADO,BAIRRO DO JEREMIAS
2014-05-29#REQUERIMENTO#820#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR
2014-06-12#REQUERIMENTO#984#APROVADO,CPTRAN
2014-06-17#REQUERIMENTO#956#APROVADO,SECRETARIA DE EDUCAÇÃO
2014-06-17#REQUERIMENTO#957#APROVADO,BAIRRO MALVINAS
2014-06-17#REQUERIMENTO#981#APROVADO,BAIRRO BODOCONGÓ
2014-07-15#REQUERIMENTO#1138#APROVADO,2° BATALHÃO DE POLÍCIA MILITAR
2014-07-15#REQUERIMENTO#1065#APROVADO,POLÍCIA MILITAR###BAIRRO DO JARDIM PAULISTANO
2014-07-15#REQUERIMENTO#1066#APROVADO,POLÍCIA MILITAR
2014-07-15#REQUERIMENTO#1067#APROVADO,POLÍCIA MILITAR###BAIRRO SANTA CRUZ
2014-07-15#REQUERIMENTO#1042#APROVADO,POLÍCIA MILITAR###CASTELO BRANCO
2014-07-15#REQUERIMENTO#1069#APROVADO,SECRETARIA DE OBRAS###AVENIDA FLORIANO PEIXOTO
2014-07-15#REQUERIMENTO#1002#APROVADO,CONJUNTO CHICO MENDES
